Time,Sine Wave 1,Sine Wave 2,Sine Wave 3,Sine Wave 4
0.0,0.7891426276188163,-0.49098434690052206,1.205057849958078,-3.5178687421973525
0.006289474781961547,0.8127925125020155,-0.6425266735173593,0.8716549295528444,-3.174318947637455
0.012578949563923095,0.8351732511324312,-0.790057437628463,0.5260152371007369,-2.75161849049592
0.018868424345884642,0.8562498967922597,-0.9326555430270247,0.17299105299795176,-2.2603072761219605
0.02515789912784619,0.87598953905793,-1.0694306901557016,-0.18246167479790415,-1.7126359979062311
0.03144737390980774,0.8943613551885524,-1.1995289346188192,-0.5353529050950485,-1.1222606700245155
0.037736848691769284,0.9113366582545102,-1.3221380187139937,-0.8807285564145922,-0.5039021189421055
0.04402632347373083,0.9268889419310667,-1.436492442696372,-1.2137400551152444,0.12702107584754457
0.05031579825569238,0.9409939218870516,-1.5418782441134997,-1.5297124023408963,0.7547770393410234
0.056605273037653926,0.9536295737039534,-1.6376374553711377,-1.824209804229741,1.363712870468877
0.06289474781961547,0.9647761672662655,-1.7231722116999422,-2.093097944032003,1.9386449423497103
0.06918422260157703,0.9744162975693477,-1.7979484838750233,-2.3326020219257324,2.4652375013369614
0.07547369738353857,0.9825349118967182,-1.861499412383568,-2.5393597477360865,2.930360124608714
0.08176317216550011,0.9891193333243237,-1.9134282222238193,-2.710468542616936,3.322415123205191
0.08805264694746166,0.9941592805151034,-1.9534107001372327,-2.8435262870514877,3.6316267268212528
0.09434212172942322,0.9976468837729254,-1.9811972188073161,-2.936665043129341,3.850284839619679
0.10063159651138476,0.9995766973308353,-1.9966142953872819,-2.988577277687751,3.9729372890897006
0.1069210712933463,0.9999457078544235,-1.9995656746259365,-2.9985342181824497,3.996525774284554
0.11321054607530785,0.9987533391470395,-1.9900329298294441,-2.9663960835980547,3.9204621236111303
0.1195000208572694,0.9960014530495017,-1.9680755779068746,-2.8926140467709485,3.7466429607069687
0.12578949563923095,0.9916943465329009,-1.9338307077812686,-2.7782239005765113,3.4794024127156225
0.1320789704211925,0.9858387449890336,-1.88751212448621,-2.624831516898117,3.1254040401649137
0.13836844520315406,0.9784437917289458,-1.8294090142916655,-2.434590302513118,2.693474683143233
0.1446579199851156,0.9695210337059795,-1.759884139193243,-2.2101709683822386,2.194384366767913
0.15094739476707714,0.9590844034856243,-1.6793715720375009,-1.9547240367380372,1.640577753935446
0.15723686954903868,0.947150197490315,-1.5883739864237691,-1.6718356123183344,1.045863841495506
0.16352634433100022,0.9337370505531576,-1.4874595183028372,-1.3654770386524593,0.4250716371794523
0.16981581911296179,0.9188659068203016,-1.3772582188667781,-1.0399491461532988,-0.2063195971277842
0.17610529389492333,0.9025599870474182,-1.2584581208761407,-0.6998218746908265,-0.8325663160017511
0.18239476867688487,0.884844752341321,-1.1318009429838918,-0.34987011825882114,-1.4380532509215134
0.18868424345884643,0.8657478644033665,-0.9980774588759567,0.004993307617096859,-2.0076827721673958
0.19497371824080797,0.8452991423366971,-0.8581225601406195,0.35978663469017425,-2.5272513435553905
0.20126319302276952,0.8235305160847922,-0.7128100436915336,0.7095290787992226,-2.983803683224924
0.20755266780473106,0.8004759765740148,-0.5630471562884878,1.049310762860289,-3.3659557995908753
0.2138421425866926,0.7761715226379846,-0.4097689302166666,1.3743616444259215,-3.664178847658163
0.22013161736865416,0.750655104806715,-0.2539323454895182,1.6801184801683897,-3.871036727828375
0.2264210921506157,0.723966566048217,-0.09651035502258594,1.9622888872032398,-3.9813715027468253
0.23271056693257725,0.6961475795551425,0.061514189918069756,2.216911601924706,-3.9924320088774494
0.2390000417145388,0.6672415836735845,0.2191546760670711,2.4404120904061446,-3.903942455915882
0.24528951649650035,0.637293714075678,0.37542688799851487,2.629652729676364,-3.718109303535514
0.2515789912784619,0.6063507332818656,0.5293551529941788,2.781976855399262,-3.439566243997037
0.25786846606042346,0.5744609576428957,0.679978432576032,2.895246057591109,-3.075258662462908
0.264157940842385,0.5416741818955972,0.8263563226709447,2.9678702007978983,-2.6342704559635335
0.27044741562434654,0.5080416014101792,0.9675749249463255,2.9988297472927283,-2.1275975292302554
0.2767368904063081,0.4736157322505083,1.102752552659262,2.987690069908021,-1.5678736152069948
0.2830263651882696,0.4384503291721503,1.231045235395335,2.934607553571123,-0.9690552568209232
0.2893158399702312,0.4026003016862851,1.3516519883284515,2.840327399886564,-0.3460738048955223
0.2956053147521927,0.36612162832045336,1.4638198131039215,2.7061731655853922,0.28553689047116415
0.3018947895341543,0.32907126921010343,1.5668483991218085,2.5340281817067996,0.9100278116611145
0.30818426431611584,0.2915070771574063,1.6600944958685857,2.3263091143594723,1.5118274704263155
0.31447373909807735,0.25348770729617426,1.742975928998918,2.0859320382315794,2.0759301781392523
0.3207632138800389,0.2150725255039877,1.8149752350933477,1.8162714991281055,2.5882702080042783
0.32705268866200043,0.17632151570449994,1.8756428923986723,1.521113140237818,3.0360725196112917
0.333342163443962,0.1372951862047204,1.9246001273800455,1.2046005571889962,3.4081713006225565
0.33963163822592357,0.09805447521345718,1.9615412795624547,0.8711771279714609,3.6952883828550105
0.3459211130078851,0.05866065568850454,1.9862357098967793,0.5255236343489051,3.8902645905383175
0.35221058778984665,0.019175239661110455,1.998529240735756,0.1724925504658777,3.9882382521516724
0.3585000625718082,-0.020340117812828323,1.998345118429441,-0.1829600788570993,3.9867664247015555
0.36478953735376973,-0.059823714924913333,1.9856844925303303,-0.5358442138106386,3.88588580775088
0.3710790121357313,-0.09921389945942927,1.9606264086162164,-0.8812058725241518,3.688111828326659
0.37736848691769287,-0.13844916506102423,1.92332731477562,-1.2141966777923021,3.3983759195240135
0.3836579616996544,-0.17746824727468746,1.8740200848370003,-1.5301419212648228,3.023902556744979
0.38994743648161595,-0.2162102192079838,1.813012564440141,-1.8246061895772647,2.574029117635659
0.39623691126357746,-0.25461458666621706,1.740685649027164,-2.0934556311272536,2.0599730574582695
0.40252638604553903,-0.2926213826119166,1.6574909057531593,-2.3329159893602402,1.4945522053088898
0.4088158608275006,-0.33017126080122217,1.5639477541637232,-2.5396255878620977,0.8918651555075413
0.4151053356094621,-0.36720558845090057,1.460640223241709,-2.710682523424288,0.26693972350321477
0.4213948103914237,-0.40366653779133943,1.34821330507021,-2.8436854045597495,-0.36464176806328646
0.4276842851733852,-0.4394971763625084,1.2273689278775262,-2.9367670635592864,-0.98713102976151
0.43397375995534676,-0.4746415559119592,1.098861573605895,-2.988620768820379,-1.58500648410472
0.44026323473730833,-0.5090447997560051,0.9634935673654713,-2.9985185694652863,-2.143360291290686
0.44655270951926984,-0.5426531884676871,0.8221100681834084,-2.9663215147164106,-2.648270071582917
0.4528421843012314,-0.5754142437577252,0.6755937923228976,-2.892481604563871,-3.0871460555495087
0.459131659083193,-0.607276810417476,0.5248595021167042,-2.778035444340636,-3.449045006075593
0.4654211338651545,-0.6381911361959609,0.3708482947236308,-2.624589692285914,-3.7249430846011373
0.47171060864711606,-0.6681089494861976,0.21452172646579432,-2.4342985043916943,-3.9079608577482623
0.4780000834290776,-0.6969835346995893,0.05685580943066211,-2.2098332931743423,-3.9935348338679666
0.48428955821103914,-0.7247698052106287,-0.10116508218021414,-1.9543452249142725,-3.9795312522949446
0.4905790329930007,-0.7514243737580512,-0.258554357910721,-1.6714209818477344,-3.8662992880107585
0.4968685077749622,-0.7769056201924666,-0.41432937074656756,-1.3650324103459486,-3.656662345073521
0.5031579825569238,-0.8011737564647342,-0.5675175521912561,-1.039480761948002,-3.355847655909709
0.5094474573388853,-0.8241908887535654,-0.717162484417571,-0.6993363100222056,-2.971355941888058
0.5157369321208469,-0.8459210766353692,-0.8623298715837715,-0.3493741897511434,-2.51277438514866
0.5220264069028084,-0.8663303892039197,-1.0021133730328633,0.005492637846240805,-1.9915375751774256
0.52831588168477,-0.8853869580522447,-1.135640261956032,0.3602823567679958,-1.4206423908489034
0.5346053564667316,-0.9030610270340108,-1.2620768741908925,0.7100142335060651,-0.814323927265126
0.5408948312486931,-0.9193249987266583,-1.380633813135084,1.0497785393271757,-0.18770054805619163
0.5471843060306546,-0.9341534775237912,-1.490570878279171,1.3748054757491575,0.4436030863478426
0.5534737808126162,-0.9475233092894997,-1.5912016865877012,1.6805321355993397,1.0638456147990558
0.5597632555945777,-0.9594136175127151,-1.6818979578753395,1.9626665596191235,1.6575614814104418
0.5660527303765392,-0.969805835905123,-1.7620934374225394,2.2172479893521255,2.209946564415132
0.5723422051585008,-0.9786837373917591,-1.8312874313404082,2.4407024704530675,2.7072273123706747
0.5786316799404624,-0.9860334594490007,-1.8890479326118577,2.629893025827753,3.137004183410245
0.5849211547224239,-0.9918435257504011,-1.935014318291948,2.7821636942453853,3.488560823989686
0.5912106295043854,-0.9961048640865565,-1.9688996010275894,2.895376816185316,3.75313127785319
0.597500104286347,-0.9988108205310365,-1.9904922208395301,2.967943043479015,3.924118562445363
0.6037895790683085,-0.9999571698302508,-1.9996573659797003,2.9988436514550734,3.9972591626337457
0.6100790538502701,-0.9995421220010301,-1.9963378146172888,2.9876448403573037,3.9707293401418684
0.6163685286322317,-0.9975663251256207,-1.9805542920985415,2.9345038252646907,3.84519060789992
0.6226580034141932,-0.9940328643397273,-1.95240534154977,2.840166629019521,3.6237732354241627
