,Time,Sine Wave 1,Sine Wave 2,Sine Wave 3,Sine Wave 4
0,0.0,0.0,2.0,0.0,4.0
1,0.006289474781961547,0.03950765069885453,1.9937565821450292,0.3548288679743472,3.950130617693257
2,0.012578949563923095,0.07895361162317313,1.9750653088466286,0.704676452844757,3.8017659484188564
3,0.018868424345884642,0.1182762893247824,1.9440428775342415,1.0446314015034148,3.5586054193832277
4,0.02515789912784619,0.15741428285782372,1.9008829742094282,1.3699212391189435,3.226712163278564
5,0.03144737390980774,0.19630647965412024,1.8458550641832259,1.675979367766978,2.814361835941722
6,0.037736848691769284,0.23489215094825233,1.7793027096916139,1.958509174847308,2.331836265431839
7,0.04402632347373083,0.27311104660333907,1.7016414248929153,2.213544351298321,1.791167077823181
8,0.05031579825569238,0.31090348918945815,1.613356081639282,2.4375045728284297,1.205835692324915
9,0.056605273037653926,0.3482104671678049,1.5149978822191164,2.6272457624806753,0.5904371662568151
10,0.06289474781961547,0.38497372703508576,1.407180917970861,2.780104228916944,-0.03968372819737013
11,0.06918422260157703,0.42113586428426747,1.2905783352541722,2.8939340607842534,-0.6688151211451396
12,0.07547369738353857,0.45664041303964786,1.1659181327159196,2.9671372522003807,-1.2812698156084485
13,0.08176317216550011,0.491431934226289,1.0339786160904336,2.9986861364406967,-1.861776442935424
14,0.08805264694746166,0.525456102136137,0.8955835389115905,2.988137812889726,-2.395860249661185
15,0.09434212172942322,0.5586597892556595,0.751596959475288,2.9356403647239557,-2.8702040210150037
16,0.10063159651138476,0.590991149222546,0.6029178461624575,2.841930780038637,-3.272980141557647
17,0.1069210712933463,0.6223996977819368,0.45047446480381564,2.708324605602933,-3.594145513119432
18,0.11321054607530785,0.6528363916157693,0.29521858312840754,2.5366974784897165,-3.8256919763513113
19,0.1195000208572694,0.6822537049221541,0.13811952847997727,2.3294587948491587,-3.9618459917049376
20,0.12578949563923095,0.7106057036252039,-0.019841864098685064,2.0895178854783674,-3.9992126008581788
21,0.1320789704211925,0.7378481170994402,-0.17767937562875688,1.8202431730330733,-3.9368600789523502
22,0.13836844520315406,0.763938407296781,-0.3344075605725698,1.5254148842549105,-3.776343166863806
23,0.1446579199851156,0.7888358351681714,-0.489047899381865,1.2091719810661126,-3.5216643042203706
24,0.15094739476707714,0.8125015242761432,-0.6406349078042243,0.8759540555421124,-3.179173829805346
25,0.15723686954903868,0.8348985214989726,-0.7882221648046812,0.5304390044724739,-2.7574116378212437
26,0.16352634433100022,0.8559918547316487,-0.930888221467712,0.1774773584689669,-2.2668942382653596
27,0.16981581911296179,0.8757485874935584,-1.0677423539878508,-0.17797581245504718,-1.719852531000966
28,0.17610529389492333,0.8941378703576134,-1.1979301248305925,-0.5309304608869273,-1.1299268320467217
29,0.18239476867688487,0.9111309891205214,-1.3206387173429588,-0.8764316150490771,-0.5118267565094886
30,0.18868424345884643,0.9267014096389815,-1.4351020105075019,-1.20962893942217,0.11903556112534744
31,0.19497371824080797,0.9408248192617923,-1.540605362155937,-1.5258448264269444,0.7469297638072477
32,0.20126319302276952,0.9534791647931831,-1.6364900707788235,-1.8206400632560396,1.3561995035153571
33,0.20755266780473106,0.9646446869280844,-1.7221574880743271,-2.0898761519886944,1.9316528274609552
34,0.2138421425866926,0.9743039511055721,-1.797072756559716,-2.329773408104225,2.458940984738275
35,0.22013161736865416,0.9824418747323069,-1.8607681489101198,-2.5369640217753453,2.9249162079967843
36,0.2264210921506157,0.9890457507334602,-1.9128459881756557,-2.7085393370376556,3.3179595489594007
37,0.23271056693257725,0.9941052673943548,-1.9529811306448064,-2.8420906851042895,3.628270593309333
38,0.2390000417145388,0.9976125244618359,-1.9809229958524688,-2.9357431985851448,3.84811183099424
39,0.24528951649650035,0.9995620454802322,-1.9964971310585033,-2.988182131908062,3.972001588649669
40,0.2515789912784619,0.9999507863426441,-1.9996063004290894,-2.998671318441388,3.996850713431419
41,0.25786846606042346,0.9987781400442073,-1.9902310921206643,-2.967063505206663,3.9220396000876225
42,0.264157940842385,0.9960459376299086,-1.9684300394761751,-2.8938024200970487,3.7494336406243525
43,0.27044741562434654,0.9917584453354757,-1.9343392555769592,-2.779916542580733,3.4833367113320493
44,0.2767368904063081,0.9859223579258033,-1.888171583431903,-2.627004665339628,3.130383856959484
45,0.2830263651882696,0.9785467882413187,-1.8302152671096001,-2.4372134495370243,2.699375847922135
46,0.2893158399702312,0.9696432529686092,-1.7608321521101853,-2.2132072888056813,2.2010597358099666
47,0.2956053147521927,0.9592256546575314,-1.680455426212679,-1.9581309050223774,1.6478608789752662
48,0.3018947895341543,0.9473102600128789,-1.589586914902673,-1.6755652009699251,1.0535731200595948
49,0.30818426431611584,0.9339156744945091,-1.4887939482661354,-1.369476989651406,0.4330148407877367
50,0.31447373909807735,0.9190628132655871,-1.3787058189106218,-1.0441633059841322,-0.19834052980398303
51,0.3207632138800389,0.902774868534311,-1.2600098530285697,-0.7041910826564748,-0.8247503405418445
52,0.32705268866200043,0.8850772733401134,-1.1334471191326798,-0.35433303701113394,-1.4305952562596573
53,0.333342163443962,0.8659976618408866,-0.9998078012555305,0.000499330989959797,-2.0007687210971636
54,0.33963163822592357,0.8455658261632388,-0.859926265500483,0.3553246891075631,-2.521053635804786
55,0.3459211130078851,0.8238136698831618,-0.714675850745453,0.7051618035110383,-2.978476856722526
56,0.35221058778984665,0.8007751582097438,-0.5649634160233609,1.045099468082758,-3.3616326771104297
57,0.3585000625718082,0.7764862649497196,-0.41172367862226483,1.3703654506348768,-3.6609672249235
58,0.36478953735376973,0.7509849163356652,-0.2559133782547443,1.6763934881335472,-3.869016685660488
59,0.3710790121357313,0.7243109318055506,-0.09850530373210047,1.9588873904146928,-3.9805934102732934
